dataset,ExptNo_norm,PM_noF1,Tsub,x,G_kg_m2s,scope,old86_member,yellow_candidate_handregion,high_PM_cluster,x_band4,G_band3,policy_class,PWR_G_upper_scope,deep_subcooled,PM_ge_2p2
current187_noF1,224.01,1.70216312799015,105.00155807789524,-0.189,4963.8018,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,277.01,1.5953398033128676,142.74263318475448,-0.163,5289.297,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,278.01,1.5833245123179465,137.203335255296,-0.163,5316.4216,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,282.01,1.3673559344666883,108.35218501251636,-0.151,9859.7921,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,45.01,0.9740408016490564,36.37517080704424,-0.134,7716.948700000001,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,240.01,1.2759738082668592,68.13071600661715,-0.126,6197.971100000001,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,250.01,1.17483170064288,64.79494459074817,-0.125,7391.453500000001,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,222.01,1.4031516678413471,90.48011757210315,-0.124,4882.428,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,242.01,1.291635633621206,79.31866378958193,-0.124,6238.657999999999,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,256.01,1.047541869644726,58.6260915639192,-0.124,8923.9934,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,283.01,1.1659617982276171,90.48011757210315,-0.121,10470.0956,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,274.01,1.3642347179155685,113.30494913503378,-0.107,5262.1724,current_only,False,False,False,-0.20<x<=-0.10,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,241.01,0.9981714874829908,60.88636491762702,-0.078,6211.5334,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,147.01,1.1333409354693746,69.26473455273185,-0.075,4773.9296,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,271.01,1.1472186562692852,87.12621807254561,-0.061,5248.6101,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,219.01,1.0037325984653902,61.99880096014135,-0.054,4678.9935,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,237.01,0.8331794513595565,53.10991238658369,-0.048,5899.6005,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,221.01,0.9475855904359736,59.17825318290045,-0.044,4787.4919,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,238.01,0.7367354335045094,47.51467456321086,-0.043,6021.6612,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,287.01,0.6573260251632658,58.0748318619568,-0.042,10524.3448,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,288.01,0.6533304695444534,59.17825318290045,-0.034,10524.3448,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,225.01,0.9572589335719176,68.13071600661715,-0.027,4963.8018,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,275.01,0.926014914909448,69.26473455273185,-0.026,5262.1724,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,289.01,0.4607314733227002,48.09146460889088,-0.023,10565.0317,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,247.01,0.2972374623748651,32.51873829915655,-0.018,7025.2714,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,253.01,0.0735487784385007,28.616305905947684,-0.018,8340.8145,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,40.01,0.3076875001880512,26.91818451033987,-0.012,5153.674,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,236.01,0.3589111087017025,31.979825654822093,-0.01,5791.102099999999,current_only,False,False,False,-0.10<x<=0,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,218.01,0.7226106288373948,48.40254580730039,0.002,4367.060600000001,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,86.01,0.2801813853139454,27.48232308287629,0.012,4855.3034,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,85.01,0.2587613462451862,26.91818451033987,0.015,4855.3034,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,235.01,0.3410502832492975,32.51873829915655,0.015,5587.6676,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,83.01,0.4000200504385095,30.865445261754417,0.017,4367.060600000001,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,82.01,0.3889409611814899,30.331278497367062,0.018,4367.060600000001,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,87.01,0.1875912390285236,25.277212571938435,0.021,4977.3641,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,270.01,0.5637803120645745,45.30770288677559,0.025,5207.9232,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,84.01,0.2860650105896013,27.48232308287629,0.029,4475.559,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,281.01,1.1410285656993029,138.30891067011777,0.029,5357.1085,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,233.01,0.3079418029125836,31.979825654822093,0.033,5533.4184,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,216.01,0.4096557838363099,33.05916668560019,0.039,4258.5622,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,81.01,0.094301763279964,20.88259301344499,0.05,4204.313,current_only,False,False,False,0<x<=0.05,G>4200,C_not_deep_highG_PWR_out_candidate,G>4200,False,False
current187_noF1,141.01,1.7657520451572235,128.8193242292905,-0.191,3417.6996,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,154.01,1.853006511199896,276.16725943459306,-0.189,782.54471,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,201.01,1.696711804699104,122.21707720506936,-0.174,3404.1373,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,129.01,1.649010165697742,124.9664414921158,-0.159,2739.5846,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,268.01,1.7542552525649588,256.20145638583585,-0.153,1315.5431,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,185.01,1.6968039870297118,164.51403825344045,-0.149,1871.5974,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,206.01,1.5944573105871214,128.8193242292905,-0.148,3594.0095,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,35.01,1.7206866359179822,77.09689440382374,-0.146,2102.1565,current_only,False,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,265.01,1.7332488524259528,279.02406714057867,-0.144,1315.5431,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,199.01,1.5801796486201998,106.11665306734947,-0.144,3390.575,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,171.01,1.6813008593885053,161.71924421083668,-0.136,1301.9808,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,264.01,1.715169706353885,266.1486378949107,-0.134,1315.5431,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,126.01,1.6117607125194686,126.6305613660565,-0.132,2075.0319,current_only,False,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,260.01,1.7250639555228344,278.4638364927875,-0.131,1301.9808,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,204.01,1.5158593908629203,107.79264087372076,-0.128,3471.9488,current∩old86,True,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,187.01,1.561802433828803,134.94320198506415,-0.119,1966.5335,current_only,False,False,False,-0.20<x<=-0.10,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,267.01,1.6849105021926918,254.52674819008195,-0.118,1315.5431,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,263.01,1.6924978104945447,264.47096473819806,-0.117,1315.5431,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,167.01,1.6341172023090649,138.8357821756768,-0.113,1084.984,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,183.01,1.5413047115737164,132.74047859555014,-0.109,1830.9105,current_only,False,False,False,-0.20<x<=-0.10,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,161.01,1.5709889842154725,122.21707720506936,-0.093,1019.88496,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,186.01,1.4880925664115456,122.21707720506936,-0.092,1898.722,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,198.01,1.2980153216050032,76.56717653219835,-0.09,3254.952,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,182.01,1.4594950128413378,106.11665306734947,-0.089,1803.7859,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,269.01,1.610872802957489,221.3958722059629,-0.086,1315.5431,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,208.01,1.340216247536809,101.6168218410382,-0.085,3607.5718,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,23.01,1.68347241906529,311.55670341994664,-0.083,2292.0287,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,144.01,1.1978769026901763,70.92420249940028,-0.082,4068.69,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,29.01,1.6238181936166036,310.43419463641936,-0.077,3919.5047,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,12.01,1.4935344285189145,149.42602102406886,-0.075,3119.329,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,27.01,1.6351940296471368,313.18434543454475,-0.074,3282.0766,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,22.01,1.6518383942438954,309.87294321097545,-0.071,2264.9041,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,15.01,1.4666255843196985,149.42602102406886,-0.071,3132.8913,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,180.01,1.351192509146819,98.2996098552306,-0.062,1695.2875,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,25.01,1.6320250904151847,310.99544826522856,-0.062,2698.8977,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,203.01,1.1830251235337732,76.56717653219835,-0.061,3458.3865,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,142.01,1.1602147592744096,73.21081352671627,-0.059,3451.60535,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,6.01,1.445882742939732,143.85385187892945,-0.056,2400.5271,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,202.01,1.246383451509764,94.40186587765923,-0.056,3404.1373,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,10.01,1.3833732226484476,108.91216556473034,-0.055,2454.7763,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,30.01,1.599512232471623,311.55670341994664,-0.055,3933.067,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,121.01,1.4108242043517238,127.72429570818736,-0.053,1413.19166,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,5.01,1.4577718640475934,143.85385187892945,-0.053,2386.9648,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,9.01,1.3556037191052863,108.35218501251636,-0.05,2441.214,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,26.01,1.6074446694915856,310.99544826522856,-0.05,3173.5782,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,4.01,1.3626063074161932,111.10531905016614,-0.049,2305.591,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,14.01,1.3520841914432156,116.0762191069394,-0.048,3119.329,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,37.01,0.8118979825986368,28.04836953301753,-0.047,2427.6517,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,24.01,1.62968253543007,309.367819356026,-0.047,2603.9616,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,140.01,1.1661565613840124,77.67546587553511,-0.045,2834.5207,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,28.01,1.6003184464806413,308.8065739145867,-0.045,3838.1309,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,136.01,1.1306194974413708,75.46157701295215,-0.039,2793.8338,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,139.01,1.1335405436405428,76.56717653219835,-0.039,2820.9584,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,266.01,1.5673151105618537,253.96863603375004,-0.038,1315.5431,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,7.01,1.3737838826461417,123.30541643666328,-0.037,2427.6517,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,134.01,1.122218412773748,75.46157701295215,-0.037,2780.2715,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,135.01,1.1122264345889912,73.78437944703035,-0.037,2793.8338,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,3.01,1.3413056622667905,110.03342555391588,-0.036,2251.3418,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,132.01,1.134569617305732,76.03807390665122,-0.036,2759.92805,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,137.01,1.142431618992315,77.09689440382374,-0.036,2797.90249,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,13.01,1.3302273036188437,116.64193414098276,-0.036,3119.329,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,8.01,1.353475742387643,121.07838458578988,-0.035,2427.6517,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
